bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
BV13aXmBHEpR,author_expand,owner:686127,2026-03-29T14:07:22.039862,2026-03-29T14:07:22.039862,686127,17,2026-03-29T13:10:11,251,34902.0,owner:686127
BV12WXNBdExW,author_expand,owner:686127,2026-03-29T14:07:22.039862,2026-03-29T14:07:22.039862,686127,17,2026-03-27T18:00:00,800,155528.0,owner:686127
BV1aTXWBnEgj,author_expand,owner:686127,2026-03-29T14:07:22.039862,2026-03-29T14:07:22.039862,686127,17,2026-03-26T13:44:05,389,191419.0,owner:686127
BV1m1X7BFEJU,author_expand,owner:686127,2026-03-29T14:07:22.039862,2026-03-29T14:07:22.039862,686127,17,2026-03-26T01:05:27,735,128882.0,owner:686127
BV115QfBBExh,author_expand,owner:686127,2026-03-29T14:07:22.039862,2026-03-29T14:07:22.039862,686127,17,2026-03-24T12:00:00,601,156094.0,owner:686127
BV1wfXKBQEMA,author_expand,owner:1724598,2026-03-29T14:07:25.920364,2026-03-29T14:07:25.920364,1724598,17,2026-03-27T19:00:00,1619,233581.0,owner:1724598
BV1j4XKBCEFR,author_expand,owner:2029306,2026-03-29T14:07:29.209224,2026-03-29T14:07:29.209224,2029306,210,2026-03-28T12:00:00,719,175529.0,owner:2029306
BV1naX5BGE1Y,author_expand,owner:3670216,2026-03-29T14:07:31.798815,2026-03-29T14:07:31.798815,3670216,137,2026-03-28T18:05:00,3326,433852.0,owner:3670216
BV1DRX5B4EH1,author_expand,owner:3670216,2026-03-29T14:07:31.798815,2026-03-29T14:07:31.798815,3670216,137,2026-03-28T18:00:00,3437,295024.0,owner:3670216
BV1hDXAB8EQG,author_expand,owner:3670216,2026-03-29T14:07:31.798815,2026-03-29T14:07:31.798815,3670216,137,2026-03-27T18:00:00,3096,1225268.0,owner:3670216
BV1n7XKBSEap,author_expand,owner:10119428,2026-03-29T14:07:35.322670,2026-03-29T14:07:35.322670,10119428,182,2026-03-28T18:00:00,2314,390829.0,owner:10119428
BV1PjQmBBE7z,author_expand,owner:10119428,2026-03-29T14:07:35.322670,2026-03-29T14:07:35.322670,10119428,182,2026-03-25T18:00:00,461,622315.0,owner:10119428
BV1EVQzBBEcD,author_expand,owner:10119428,2026-03-29T14:07:35.322670,2026-03-29T14:07:35.322670,10119428,182,2026-03-24T18:00:00,3572,966490.0,owner:10119428
BV1nvX5BgEpQ,author_expand,owner:14229967,2026-03-29T14:07:37.610111,2026-03-29T14:07:37.610111,14229967,208,2026-03-28T17:00:00,7094,418406.0,owner:14229967
BV1P6Q2BPEwm,author_expand,owner:23947287,2026-03-29T14:07:39.529535,2026-03-29T14:07:39.529535,23947287,228,2026-03-26T11:00:00,2033,716116.0,owner:23947287
BV15aXKBgEQG,author_expand,owner:30222764,2026-03-29T14:07:41.788279,2026-03-29T14:07:41.788279,30222764,22,2026-03-27T19:00:00,186,1098692.0,owner:30222764
