bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
BV12eQ2BTEQK,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-25T18:17:55,184,108.0,owner:3546850047036277
BV14eQ2BTEVM,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-25T18:17:40,181,90.0,owner:3546850047036277
BV12eQ2BTEtd,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-25T18:17:32,181,10.0,owner:3546850047036277
BV1xeQ2BTE1Z,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-25T18:17:32,388,28.0,owner:3546850047036277
BV12eQ2BTEgs,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-25T18:17:27,147,14.0,owner:3546850047036277
BV1MbQ2BrE2i,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-25T18:16:41,256,7.0,owner:3546850047036277
BV1ubQ2BrEEJ,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-25T18:15:11,196,191.0,owner:3546850047036277
BV1UbQ2B6E6z,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-25T18:14:19,178,201.0,owner:3546850047036277
BV1UbQ2B6EMf,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-25T18:14:05,395,176.0,owner:3546850047036277
BV1UbQ2B6EhQ,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-25T18:13:44,133,185.0,owner:3546850047036277
BV1yJQmBiENW,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-25T15:54:00,119,216.0,owner:3546850047036277
BV1sAQzBLEpq,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-24T18:42:37,222,23.0,owner:3546850047036277
BV1V1QBBoEAv,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-24T18:38:33,249,15.0,owner:3546850047036277
BV1Y1QBBoEFs,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-24T18:37:20,279,316.0,owner:3546850047036277
BV1PAQzBLERq,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-24T18:36:43,182,55.0,owner:3546850047036277
BV1V1QBBZEmU,author_expand,owner:3546850047036277,2026-03-26T20:33:36.150905,2026-03-26T20:33:36.150905,3546850047036277,220,2026-03-24T18:35:52,123,330.0,owner:3546850047036277
